CHROM,POS,T_STAT,P,BETA,SE
3,15184491,-2.46934,0.0139959,-3.03391,1.22864
3,15203285,-0.346428,0.729222,-0.354482,1.02325
3,15203494,-0.769618,0.442027,-0.981141,1.27484
3,15204714,-0.215383,0.829589,-0.224828,1.04385
3,15204871,1.07551,0.282862,1.40729,1.30849
3,15205621,-0.275595,0.783016,-0.372933,1.35319
3,15212820,0.145528,0.884375,0.14491,0.995748
3,15215905,-1.71748,0.0867444,-1.7459,1.01655
3,15217445,1.1183,0.264177,1.63174,1.45912
3,15220818,2.6393,0.0086659,3.61025,1.36788
3,15222774,-1.76008,0.079237,-2.05613,1.16821
3,15225742,0.677034,0.498815,0.711854,1.05143
3,15247106,-0.617748,0.537129,-0.635819,1.02925
3,15260755,-1.3612,0.174296,-1.37094,1.00716
3,15273384,0.147133,0.883108,0.145645,0.989882
3,15274567,-1.10831,0.268463,-1.11387,1.00502
3,15288668,-0.136005,0.891892,-0.136813,1.00594
3,15308034,-0.196445,0.844372,-0.260347,1.32529
3,15308704,-0.35676,0.721479,-0.362642,1.01649
3,15327224,-1.62673,0.104663,-2.54685,1.56563
3,15339781,1.69724,0.0905077,2.49208,1.46831
3,15341609,0.897927,0.36982,1.38969,1.54766
3,15342825,-0.604577,0.545838,-0.602192,0.996055
3,15343359,1.51831,0.129806,1.76299,1.16115
3,15343966,-1.10487,0.269949,-1.67391,1.51503
3,15349637,0.668947,0.503955,0.667182,0.997361
3,15354474,-0.475356,0.634819,-0.598698,1.25947
3,15354687,1.53999,0.124433,1.54704,1.00458
3,15356302,-0.768178,0.442881,-1.23938,1.6134
3,15357254,2.67336,0.00784858,2.97884,1.11427
3,15361470,-0.304122,0.76121,-0.303679,0.998543
3,15371173,-0.697325,0.486046,-0.831144,1.1919
3,15384522,-0.211514,0.832605,-0.338033,1.59816
3,15388244,0.634112,0.526407,0.987946,1.558
3,15389160,1.11691,0.264774,1.14013,1.02079
3,15415667,-0.585156,0.558807,-0.585357,1.00034
3,15419683,0.772793,0.440148,0.795939,1.02995
3,15423136,-0.349981,0.726556,-0.545537,1.55876
3,15446659,1.51334,0.131062,1.48782,0.983135
3,15466926,-0.632731,0.527308,-0.88534,1.39924
3,15474647,1.73297,0.0839495,1.71927,0.992093
3,15475689,0.797567,0.425643,1.22723,1.53871
3,15483568,-0.4654,0.641924,-0.664361,1.4275
3,15483723,0.292005,0.77045,0.473602,1.6219
3,15487632,0.449566,0.653291,0.44944,0.999718
3,15502149,0.0974967,0.922386,0.15313,1.57062
3,15525514,-2.01675,0.0444578,-2.03476,1.00893
3,15534011,1.40417,0.161125,1.38715,0.98788
3,15555004,-0.52702,0.598502,-0.535885,1.01682
3,15559474,0.453313,0.650594,0.496027,1.09423
3,15559676,-1.73438,0.0837003,-2.23009,1.28582
3,15560409,1.22145,0.222707,1.67084,1.36791
3,15568234,0.228517,0.819373,0.23317,1.02036
3,15581276,-0.362077,0.717505,-0.3693,1.01995
3,15581408,-0.133875,0.893575,-0.198088,1.47965
3,15581549,-0.408527,0.683128,-0.398667,0.975865
3,15584138,1.00019,0.317884,1.02285,1.02266
3,15584279,-1.08666,0.27791,-1.47164,1.35428
3,15591949,-1.80229,0.0723298,-1.86381,1.03414
3,15600226,-0.0198786,0.984151,-0.0285019,1.4338
3,15604094,1.57086,0.117086,1.79279,1.14127
3,15604130,-2.1764,0.0301694,-2.77943,1.27707
3,15604909,1.2493,0.212361,1.23561,0.989041
3,15605129,-0.108167,0.913923,-0.110232,1.01909
3,15606249,-0.169843,0.865228,-0.250647,1.47576
3,15606301,-1.43306,0.152702,-1.66369,1.16094
3,15606553,-1.43931,0.150925,-1.40294,0.974733
3,15607093,1.03661,0.300608,1.0556,1.01832
3,15609386,2.13591,0.0333551,2.14859,1.00594
3,15610073,-1.89881,0.0583827,-3.01233,1.58643
3,15612406,0.148135,0.882319,0.149177,1.00704
3,15617201,1.03356,0.302032,1.05953,1.02513
3,15620514,1.23704,0.216873,1.25875,1.01755
3,15630098,-0.771947,0.440648,-0.774044,1.00272
3,15636958,-0.058798,0.953145,-0.0901504,1.53322
3,15641469,-0.538377,0.590647,-0.549018,1.01977
3,15645017,0.814774,0.415736,0.864556,1.0611
3,15646708,0.128167,0.898087,0.131111,1.02296
3,15647166,1.76675,0.0781098,2.58692,1.46422
3,15647316,1.0522,0.29341,1.11489,1.05959
3,15648662,1.22579,0.221072,1.47796,1.20572
3,15650564,-0.111647,0.911165,-0.175289,1.57003
3,15654769,0.174085,0.861896,0.251222,1.4431
3,15654776,1.6199,0.106122,2.36637,1.46081
3,15654818,-0.560014,0.575816,-0.862695,1.54049
3,15655426,-1.99246,0.0470696,-2.6437,1.32686
3,15655909,-1.93502,0.0537648,-2.77591,1.43457
3,15656384,0.228068,0.819722,0.314544,1.37917
3,15656798,1.78134,0.0756931,1.91042,1.07246
3,15656964,-0.245177,0.806458,-0.251165,1.02442
3,15657494,0.0228776,0.98176,0.0230801,1.00885
3,15657924,-0.333496,0.738952,-0.340181,1.02005
3,15658252,-0.73181,0.464757,-0.848374,1.15928
3,15658511,-0.531438,0.59544,-0.587333,1.10518
3,15658738,2.32662,0.0205355,2.32968,1.00132
3,15659988,-1.27004,0.204882,-1.71521,1.35051
3,15660123,-0.719182,0.472491,-0.811727,1.12868
3,15660469,1.74441,0.0819342,2.78883,1.59873
3,15660614,0.446207,0.655714,0.48582,1.08878
3,15662540,2.10963,0.035574,2.59726,1.23114
3,15663107,0.541479,0.58851,0.804605,1.48594
3,15663542,1.27941,0.201569,1.90227,1.48683
3,15665011,-0.342575,0.732116,-0.331195,0.966781
3,15666401,-0.143206,0.886207,-0.212068,1.48086
3,15666874,2.30163,0.0219216,2.9781,1.29391
3,15667741,1.58416,0.114028,2.40137,1.51586
3,15667758,-0.248709,0.803726,-0.243417,0.97872
3,15668361,0.352807,0.724438,0.546401,1.54873
3,15668414,0.657805,0.51108,0.895592,1.36149
3,15669356,0.689907,0.490693,1.01335,1.46883
3,15670882,0.306442,0.759444,0.462382,1.50887
3,15671415,1.07758,0.281936,1.09958,1.02041
3,15671699,1.40356,0.161304,2.26019,1.61032
3,15672277,-0.32801,0.743093,-0.348231,1.06165
3,15673050,-0.363392,0.716524,-0.520236,1.43161
3,15673537,-0.0190588,0.984805,-0.0244507,1.28291
3,15674979,-1.24859,0.21262,-1.23221,0.986884
3,15675181,1.01526,0.310657,1.10406,1.08747
3,15675394,-0.329771,0.741763,-0.529996,1.60716
3,15678805,-0.675431,0.499832,-0.676482,1.00156
3,15679617,0.4379,0.661719,0.511516,1.16811
3,15679789,-0.279308,0.780167,-0.353562,1.26585
3,15682636,0.851579,0.395009,0.850747,0.999023
3,15684944,1.86485,0.0630094,2.53262,1.35808
3,15685743,-1.33168,0.1838,-1.55177,1.16527
3,15689708,-0.200514,0.841191,-0.296899,1.48069
3,15693503,2.0695,0.0392067,2.06088,0.995835
3,15698056,0.0778388,0.937999,0.0880828,1.13161
3,15699329,-0.0386035,0.969228,-0.0392548,1.01687
3,15701070,1.37609,0.169643,1.37685,1.00055
3,15701452,0.841349,0.400706,0.863817,1.02671
3,15702854,1.0402,0.29894,1.52237,1.46354
3,15703458,0.741864,0.458649,0.989826,1.33424
3,15703706,-0.380031,0.704145,-0.386718,1.01759
3,15705362,2.43646,0.0153119,2.67348,1.09728
3,15709384,0.0261187,0.979177,0.0263289,1.00805
3,15709995,-1.04723,0.29569,-1.05515,1.00756
3,15715892,1.90639,0.0573892,3.00736,1.57752
3,15717312,0.0692488,0.94483,0.070751,1.02169
3,15727451,1.54378,0.123512,2.29067,1.4838
3,15734139,-0.892494,0.37272,-0.885298,0.991938
3,15734728,-0.358985,0.719815,-0.489193,1.36271
3,15743689,-0.304551,0.760883,-0.304093,0.998494
3,15745406,0.361015,0.718298,0.405629,1.12358
3,15746361,-0.607561,0.543859,-0.631993,1.04021
3,15748963,1.14653,0.25233,1.11321,0.970937
3,15750289,-1.23923,0.216062,-1.26639,1.02192
3,15751145,0.763526,0.445646,1.17371,1.53722
3,15752156,0.0687076,0.94526,0.0717887,1.04484
3,15760401,-0.0193377,0.984582,-0.0193762,1.00199
3,15764195,1.90528,0.0575339,1.86081,0.97666
3,15765563,0.625098,0.532299,0.958149,1.5328
3,15772625,-1.71998,0.0862889,-2.66535,1.54964
3,15778057,0.355811,0.722189,0.346109,0.972732
3,15782286,1.35351,0.176734,1.30288,0.962591
3,15785320,0.442713,0.658237,0.44798,1.0119
3,15788532,-2.08478,0.0377876,-2.21108,1.06058
3,15796010,-1.8754,0.0615407,-1.8669,0.995471
3,15796646,2.14371,0.03272,2.11113,0.984802
3,15798591,-0.398545,0.690463,-0.40230900000000003,1.00945
3,15801698,-0.45478,0.649539,-0.460407,1.01237
3,15803026,-0.433054,0.665232,-0.698097,1.61203
3,15805709,-1.25622,0.209843,-1.31768,1.04892
3,15807368,0.675472,0.499806,0.713116,1.05573
3,15807600,1.28361,0.200097,1.65672,1.29067
3,15825313,-1.07272,0.284109,-1.0598,0.987952
3,15830671,-0.0139156,0.988905,-0.0187547,1.34774
3,15833085,2.73687,0.00650774,2.99649,1.09486
3,15835544,-0.679277,0.497395,-0.714089,1.05125
3,15836885,-2.12491,0.0342692,-2.94101,1.38406
3,15838424,2.09933,0.0364777,2.39407,1.1404
3,15838872,0.0208506,0.983376,0.0209467,1.00461
3,15840016,-0.46714,0.64068,-0.473728,1.0141
3,15840711,-1.45576,0.146324,-2.3922,1.64327
3,15846025,0.518446,0.604463,0.521346,1.00559
3,15846973,2.08219,0.0380251,2.27435,1.09229
3,15849673,0.352979,0.724309,0.543809,1.54063
3,15850560,0.33445,0.738233,0.542343,1.62159
3,15855339,-0.786025,0.432366,-1.15442,1.46868
3,15855437,1.77405,0.0768937,2.03844,1.14903
3,15857992,1.60838,0.108622,2.32665,1.44658
3,15859751,-0.953834,0.340802,-1.13292,1.18775
3,15862736,-0.90489,0.366124,-0.907278,1.00264
3,15870698,0.464679,0.64244,0.47606,1.02449
3,15870754,1.33235,0.183582,1.86428,1.39925
3,15875423,-1.35442,0.176444,-1.36247,1.00594
3,15878447,-1.24702,0.213195,-1.27296,1.0208
3,15880147,-2.73758,0.00649413,-2.64475,0.966091
3,15884376,-2.82069,0.00505529,-2.78056,0.985774
3,15887110,-1.62619,0.104776,-2.62498,1.61418
3,15887546,-1.9424,0.0528616,-2.27472,1.17109
3,15887590,-1.72147,0.0860169,-2.10045,1.22015
3,15888588,-0.562216,0.574316,-0.561649,0.998992
3,15888986,-0.652308,0.514616,-0.665019,1.01949
3,15899506,0.407214,0.684091,0.634272,1.55759
3,15901282,-2.33227,0.0202329,-2.35015,1.00767
3,15904406,3.16705,0.00167033,4.1662,1.31548
3,15906538,0.262029,0.793447,0.259971,0.992143
3,15907323,0.347554,0.728376,0.432429,1.24421
3,15914928,1.43263,0.152823,2.21315,1.54481
3,15918091,-0.184521,0.853708,-0.261775,1.41868
3,15926774,4.26576e-4,0.99966,4.59977e-4,1.0783
3,15928446,0.0835896,0.933429,0.0843173,1.00871
3,15928761,0.25645,0.797748,0.253887,0.990004
3,15931308,0.392987,0.694559,0.563488,1.43386
3,15934307,-0.100627,0.919902,-0.162906,1.6189
3,15935905,1.55905,0.119855,1.6409,1.0525
3,15936465,-0.358128,0.720456,-0.475339,1.32729
3,15939836,-0.471677,0.637441,-0.606766,1.2864
3,15947359,3.04494,0.00249715,3.04965,1.00155
3,15948874,0.662262,0.508224,0.992633,1.49885
3,15949835,-0.527184,0.598388,-0.798827,1.51527
3,15950456,3.05577,0.00241092,3.1054,1.01624
3,15952963,3.9718,8.60333e-5,4.18112,1.0527
3,15953079,-0.447554,0.654742,-0.46952,1.04908
3,15953503,0.655067,0.51284,0.637991,0.973933
3,15954603,0.00425212,0.99661,0.00473957,1.11464
3,15976429,0.868762,0.385551,0.922888,1.0623
3,15981928,-0.302861,0.762169,-0.313222,1.03421
3,15986450,0.462447,0.644038,0.552166,1.19401
3,15987595,0.880319,0.379269,0.893622,1.01511
3,15988017,-0.585003,0.558909,-0.619801,1.05948
3,15988858,-0.804318,0.42174,-0.815817,1.0143
3,15990511,1.72562,0.0852671,1.84098,1.06686
3,15990791,-0.751255,0.452986,-0.972767,1.29486
3,15991375,-0.809852,0.418556,-0.821255,1.01408
3,15993121,0.509446,0.610749,0.815211,1.60019
3,15994796,-0.90763,0.364676,-0.939864,1.03551
3,15995355,0.549221,0.583191,0.5669,1.03219
3,15999536,0.679241,0.497418,0.690188,1.01612
3,16003565,-1.1329,0.258005,-1.13788,1.0044
3,16020043,-0.046399,0.963018,-0.0737868,1.59026
3,16020086,0.224958,0.822139,0.232488,1.0334700000000001
3,16020674,0.978011,0.32872,1.01365,1.03644
3,16020702,0.0995086,0.920789,0.101447,1.01948
3,16022881,-0.311421,0.755659,-0.329073,1.05668
3,16026579,-0.387683,0.698478,-0.59169,1.52622
3,16035257,-0.451996,0.651542,-0.458456,1.01429
3,16035348,0.382251,0.702499,0.384353,1.0055
3,16035989,-0.327526,0.743459,-0.561766,1.71518
3,16044418,-0.0370448,0.97047,-0.0551524,1.4888
3,16044863,-0.306847,0.759136,-0.376224,1.2261
3,16045581,0.0390012,0.968911,0.0508277,1.3032300000000001
3,16045797,-0.0373845,0.970199,-0.0532967,1.42564
3,16046013,-0.65501,0.512876,-0.921989,1.4076
3,16046188,-0.221308,0.824977,-0.222023,1.00323
3,16046459,-0.190789,0.848797,-0.271886,1.42506
3,16046772,1.04467,0.296869,1.03459,0.990343
3,16046808,-0.727545,0.467361,-1.10298,1.51603
3,16046905,-1.16207,0.245971,-1.22371,1.05304
3,16047141,0.102628,0.918315,0.147602,1.43822
3,16047309,-0.126012,0.899792,-0.166328,1.31994
3,16047734,1.48805,0.137606,1.55115,1.04241
3,16048014,-0.0291587,0.976754,-0.0476381,1.63375
3,16048362,1.16275,0.245694,1.56479,1.34576
3,16048786,0.471859,0.637311,0.596603,1.26437
3,16048821,-0.903112,0.367066,-0.894589,0.990563
3,16049158,-0.419035,0.675439,-0.404625,0.965613
3,16049945,-0.886632,0.375864,-0.889704,1.00347
3,16050792,-2.20563,0.0280359,-2.2616,1.02537
3,16050932,0.86240000000000006,0.389037,1.15557,1.33994
3,16055104,-0.234846,0.814461,-0.235569,1.00308
3,16056335,-1.33502,0.182706,-1.33389,0.999149
3,16057463,1.38664,0.166401,2.31009,1.66596
3,16059616,0.964943,0.335216,0.966007,1.0011
3,16060197,0.964049,0.335663,0.976079,1.01248
3,16061027,0.425367,0.670821,0.423145,0.994778
3,16071295,-0.545624,0.58566,-0.549605,1.0073
3,16074143,-1.44525,0.14925,-2.26106,1.56448
3,16074315,0.792259,0.428727,1.00462,1.26805
3,16074646,-0.444722,0.656786,-0.539877,1.21396
3,16075243,-1.44111,0.150415,-1.43162,0.993414
3,16075266,-0.314614,0.753236,-0.388977,1.23636
3,16075817,-0.740741,0.45933,-0.729284,0.984534
3,16076027,1.42281,0.155651,1.407,0.98889
3,16080225,0.163325,0.870353,0.161124,0.986521
3,16081314,0.173414,0.862423,0.174207,1.00457
3,16081972,0.834757,0.404404,0.828973,0.993071
3,16083414,1.17409,0.241128,1.19201,1.01526
3,16085063,2.56085,0.0108452,3.54574,1.38459
3,16089654,-0.434054,0.664507,-0.418781,0.964812
3,16090250,-0.165726,0.868465,-0.161784,0.976213
3,16092180,-3.49772e-4,0.999721,-3.50176e-4,1.00116
3,16092794,-0.893608,0.372124,-1.06736,1.19444
3,16092888,-0.320659,0.748653,-0.497776,1.55235
3,16093065,0.500066,0.617332,0.653548,1.30692
3,16093632,1.77437,0.0768399,1.71573,0.96695
3,16093868,0.993896,0.320935,1.07154,1.07813
3,16094237,-0.809448,0.418788,-1.04282,1.28831
3,16094427,0.947887,0.343818,1.11895,1.18047
3,16097640,0.736587,0.461849,1.13751,1.5443
3,16104481,-1.31552,0.189166,-2.04643,1.55561
3,16107817,0.731913,0.464694,1.20238,1.6428
3,16110224,0.158205,0.874383,0.161855,1.02307
3,16111390,-0.240628,0.809979,-0.246359,1.02382
3,16114074,-1.34277,0.180186,-2.04906,1.526
3,16115077,1.09481,0.274326,1.54559,1.41174
3,16120418,-0.523583,0.600888,-0.591215,1.12917
3,16121776,-0.606823,0.544348,-0.714952,1.17819
3,16121850,0.347024,0.728775,0.409845,1.18103
3,16122576,-0.310046,0.756704,-0.424926,1.37053
3,16125014,0.134208,0.893312,0.177136,1.31986
3,16125053,0.547839,0.584139,0.539475,0.984732
3,16129501,-0.527593,0.598104,-0.533253,1.01073
3,16131542,0.83156,0.406204,0.862994,1.0378
3,16132411,0.313102,0.754383,0.306112,0.977674
3,16135163,2.65424,0.00829844,3.73111,1.40572
3,16137784,-1.28632,0.199151,-1.31334,1.021
3,16139231,-1.22735,0.220485,-1.22079,0.99465
3,16141527,0.213484,0.83107,0.355228,1.66396
3,16142986,0.205903,0.836982,0.207953,1.00995
3,16144672,0.432326,0.665761,0.429554,0.993587
3,16145373,-1.13193,0.25841,-1.12728,0.995892
3,16146816,-0.812835,0.416845,-1.26137,1.55181
3,16146919,-2.28965,0.0226147,-2.41619,1.05526
3,16148090,0.631805,0.527912,0.944302,1.49461
3,16148337,1.42113,0.156136,1.46553,1.03124
3,16149059,-1.38013,0.168397,-1.72465,1.24963
3,16149695,0.466449,0.641174,0.687417,1.47372
3,16149826,0.7344,0.463179,0.895033,1.21873
3,16149974,-0.156673,0.87559,-0.1895,1.20953
3,16150606,-0.543902,0.586843,-0.615408,1.13147
3,16150751,-0.635379,0.525581,-1.03724,1.63247
3,16150895,0.900353,0.368529,0.919866,1.02167
3,16151316,1.74887,0.081159,1.79236,1.02487
3,16152650,0.164732,0.869246,0.159906,0.970702
3,16153150,-0.508783,0.611214,-0.502697,0.988038
3,16154075,0.198273,0.842943,0.195747,0.987262
3,16164767,2.15706,0.031657,2.12004,0.982837
3,16169798,0.669493,0.503606,0.652746,0.974984
3,16170837,0.582484,0.560602,0.851138,1.46122
3,16171967,0.652202,0.514684,0.64253,0.985171
3,16178459,0.847781,0.397118,0.816917,0.963594
3,16182418,-0.669909,0.503342,-1.05601,1.57635
3,16183675,2.17395,0.0303548,2.16099,0.994041
3,16185140,-0.981284,0.327106,-0.965242,0.983652
3,16187110,0.0713871,0.943129,0.101954,1.42819
3,16187200,0.540117,0.589447,0.529524,0.980388
3,16188090,1.74929,0.0810859,2.48228,1.41902
3,16188440,-0.958657,0.33837,-0.93317,0.973413
3,16188833,0.794615,0.427356,0.783353,0.985827
3,16188947,-0.0393034,0.96867,-0.0529077,1.34613
3,16189605,0.755498,0.45044,0.73654,0.974906
3,16190075,1.40424,0.161104,1.50783,1.07378
3,16190396,-1.193,0.233647,-1.55213,1.30102
3,16190470,2.12284,0.0344439,3.22736,1.5203
3,16190481,-1.61886,0.106346,-1.64556,1.0165
3,16190694,1.46175,0.144674,1.46988,1.00556
3,16191194,-0.428795,0.668327,-0.424773,0.990622
3,16191865,1.3179,0.188367,1.38393,1.0501
3,16192588,-1.55309,0.121273,-2.17443,1.40007
3,16194562,1.54155,0.124054,1.52229,0.987506
3,16196377,-1.84881,0.0652985,-2.69052,1.45527
3,16196570,2.41178,0.0163706,2.35374,0.975936
3,16197848,0.345451,0.729956,0.344565,0.997436
3,16198142,1.2507,0.211849,1.94402,1.55434
3,16198491,0.446809,0.65528,0.518313,1.16003
3,16199186,0.84664,0.397753,1.14143,1.34819
3,16199265,-0.371964,0.710137,-0.512792,1.37861
3,16199318,0.578569,0.563239,0.897433,1.55113
3,16199398,-0.172825,0.862885,-0.171728,0.99365
3,16199434,1.18234,0.237846,1.84065,1.55679
3,16199533,1.82344,0.0690587,2.82094,1.54704
3,16199802,-1.81418,0.0704751,-2.85399,1.57316
3,16200695,-0.3343,0.738346,-0.327136,0.978571
3,16201185,-0.287592,0.773823,-0.430354,1.49641
3,16202999,-0.0411834,0.967172,-0.0411155,0.998353
3,16203134,0.289776,0.772153,0.280602,0.968341
3,16203590,-2.53575,0.0116393,-2.51662,0.992455
3,16203712,0.109683,0.912721,0.109034,0.994079
3,16204509,0.361687,0.717797,0.467102,1.29146
3,16206404,0.390486,0.696406,0.487403,1.24819
3,16215796,-0.239074,0.811183,-0.366914,1.53473
3,16217405,-1.92765,0.054678,-3.08477,1.60027
3,16217571,0.586838,0.557677,0.608584,1.03706
3,16218085,-1.08349,0.279312,-1.07442,0.991636
3,16219434,-1.78811,0.0745924,-1.77427,0.992261
3,16219733,2.08777,0.037515,2.92966,1.40325
3,16220583,-1.17447,0.240977,-1.81709,1.54716
3,16220737,0.307578,0.75858,0.48422,1.5743
3,16226688,0.844897,0.398725,0.814391,0.963894
3,16230534,-0.814799,0.415721,-0.802896,0.985391
3,16230625,0.150975,0.880079,0.149168,0.988031
3,16231728,0.719385,0.472366,0.734241,1.02065
3,16240319,-0.134778,0.892862,-0.132936,0.986331
3,16258816,-2.73569,0.00653069,-2.75341,1.00648
3,16258958,-1.71788,0.0866704,-1.80165,1.04876
3,16261277,1.43747,0.151447,1.68264,1.17056
3,16262174,0.984908,0.325325,1.06018,1.07643
3,16263397,2.16822,0.030791,3.00051,1.38386
3,16263761,-1.09872,0.272619,-1.08472,0.987259
3,16264315,0.632083,0.527731,0.624062,0.98731
3,16265385,2.00922,0.045254,2.57157,1.27989
3,16265768,0.245582,0.806144,0.240057,0.977503
3,16269073,-1.7674,0.0780019,-1.69517,0.959133
3,16269841,-0.917455,0.359514,-0.904486,0.985865
3,16275825,-0.157517,0.874925,-0.217806,1.38275
3,16275958,-0.497072,0.619439,-0.659492,1.32675
3,16280124,-1.2899,0.197905,-1.28078,0.992923
3,16281662,-0.792105,0.428817,-0.903722,1.14091
3,16284300,0.141985,0.88717,0.139866,0.985071
3,16284995,-0.585975,0.558256,-0.842826,1.43833
3,16285011,0.568967,0.56973,0.585914,1.02979
3,16285311,0.138729,0.889741,0.170877,1.23174
3,16285329,1.9035,0.0577655,3.10242,1.62985
3,16291795,1.29039,0.197737,1.83466,1.42179
3,16293136,-2.38062,0.0177987,-3.62625,1.52324
3,16294855,2.44821,0.0148295,2.39303,0.977462
3,16303062,0.430975,0.666742,0.422875,0.981205
3,16304782,-0.423593,0.672114,-0.425469,1.00443
3,16306723,-0.239453,0.810889,-0.239572,1.0005
3,16314642,2.10729,0.035778,2.0712,0.982877
3,16315054,-0.554549,0.579544,-0.542395,0.978083
3,16318849,-0.217606,0.827859,-0.219674,1.00951
3,16320474,1.01401,0.311255,1.03599,1.02168
3,16322537,-1.5147,0.130718,-1.48316,0.979178
3,16325758,0.43677,0.662538,0.435241,0.996498
3,16326843,-1.54139,0.124094,-2.23569,1.45044
3,16328003,0.505948,0.613201,0.49872,0.985714
3,16332922,0.773829,0.439536,0.903059,1.167
3,16343198,1.03818,0.299878,1.04517,1.00674
3,16343931,0.359151,0.719691,0.358916,0.999345
3,16345226,-1.40823,0.159918,-2.20031,1.56246
3,16345871,0.364196,0.715924,0.41872,1.14971
3,16346112,2.14113,0.0329293,2.20373,1.02924
3,16346373,0.284913,0.775873,0.286617,1.00598
3,16348513,0.610762,0.541739,0.605936,0.992098
3,16348791,-1.03544,0.301153,-1.54369,1.49086
3,16349316,-1.08734,0.277607,-1.35505,1.2462
3,16349463,1.73619,0.0833792,1.72258,0.992162
3,16350268,1.37148,0.171074,1.39631,1.01811
3,16350593,1.27044,0.204741,1.84735,1.4541
3,16350931,0.231611,0.81697,0.234589,1.01286
3,16351149,-0.846683,0.39773,-0.836503,0.987978
3,16351586,0.976077,0.329677,1.14166,1.16964
3,16352551,-0.414741,0.678576,-0.430285,1.03748
3,16353806,-0.187214,0.851597,-0.220213,1.17626
3,16355715,1.21392,0.225569,1.79746,1.48071
3,16356087,0.497677,0.619013,0.848531,1.70498
3,16357435,1.19434,0.233126,1.47969,1.23892
3,16358045,0.661424,0.50876,1.06826,1.6151
3,16358851,-2.51057,0.0124877,-2.65841,1.05889
3,16361346,1.25675,0.209652,1.51141,1.20263
3,16361407,-1.30952,0.191187,-1.74314,1.33113
3,16361843,0.484315,0.628455,0.745695,1.53969
3,16362998,1.70078,0.089841,2.44914,1.44001
3,16363955,0.507744,0.611941,0.646314,1.27291
3,16365259,-0.397948,0.690903,-0.427099,1.07325
3,16365324,0.285536,0.775396,0.378214,1.32458
3,16365538,0.424296,0.671601,0.426995,1.00636
3,16366871,0.0629401,0.949849,0.0627936,0.997671
3,16367863,1.31819,0.18827,1.31428,0.997033
3,16368313,-0.083536,0.933471,-0.114768,1.37387
3,16368973,-1.38848,0.165843,-1.68296,1.21209
3,16370099,-0.633138,0.527042,-0.630457,0.995766
3,16371178,1.41039,0.159281,1.38889,0.984757
3,16378601,1.48611,0.138118,1.45427,0.978573
3,16379611,-0.439,0.660923,-0.433327,0.987077
3,16379736,0.988386,0.323622,0.983658,0.995216
3,16380385,1.50168,0.134049,1.64507,1.09548
3,16388660,0.979795,0.32784,0.944223,0.963694
3,16393746,-0.0604406,0.951838,-0.0600843,0.994105
3,16396598,0.533005,0.594356,0.516181,0.968436
3,16402051,-1.43389,0.152466,-1.42081,0.990881
3,16411585,-1.97589,0.0489237,-1.90418,0.963708
3,16414463,-1.58391,0.114085,-2.1638,1.36612
3,16418138,0.412741,0.68004,0.523935,1.2694
3,16419591,-0.0153493,0.987762,-0.0241239,1.57166
3,16420798,1.88773,0.0598593,1.91796,1.01601
3,16423504,0.0555499,0.955731,0.0750661,1.35133
3,16423929,-0.244567,0.80693,-0.2813,1.1502
3,16426527,0.258072,0.796498,0.259131,1.0041
3,16427162,3.00413,0.00284831,3.25638,1.08397
3,16429045,-0.42285,0.672655,-0.41982,0.992834
3,16430820,-2.96556,0.00322112,-2.94439,0.992861
3,16431313,-0.510267,0.610174,-0.532092,1.04277
3,16431803,-2.40885,0.0165003,-3.47785,1.44378
3,16433895,-1.8767,0.0613611,-1.89927,1.01203
3,16439557,0.38029,0.703952,0.380471,1.00047
3,16439977,1.34044,0.180941,1.31939,0.9843
3,16443107,-0.150937,0.880109,-0.184364,1.22146
3,16444213,-1.01902,0.308873,-1.34676,1.32163
3,16444214,-0.458693,0.646729,-0.635809,1.38613
3,16445857,-0.58556,0.558535,-0.876245,1.49642
3,16450089,1.10747,0.268824,1.09181,0.985857
3,16460422,0.263222,0.792529,0.290898,1.10515
3,16461404,0.696113,0.486803,0.708681,1.01805
3,16462041,-0.519142,0.603978,-0.850028,1.63737
3,16462252,1.43897,0.151021,1.58858,1.10397
3,16462995,1.07378,0.283636,1.2712,1.18386
3,16464554,-1.56172,0.119226,-1.55838,0.99786300000000006
3,16465133,-0.704231,0.48174,-0.711283,1.01001
3,16465797,0.180566,0.856809,0.254592,1.40997
3,16467021,-0.90428,0.366447,-0.881837,0.975182
3,16469045,1.59953,0.110574,1.58491,0.990866
3,16471765,-0.98529,0.325138,-1.49065,1.51291
3,16476585,2.03612,0.0424642,3.07021,1.50788
3,16478007,-1.01253,0.311958,-0.987628,0.975404
3,16479976,1.02835,0.304468,1.00682,0.979064
3,16481175,-0.153309,0.87824,-0.180041,1.17437
3,16481269,-0.559541,0.576138,-0.586454,1.0481
3,16482405,3.2713,0.0011731,4.07301,1.24507
3,16482696,-1.52328,0.12856,-1.56995,1.03064
3,16484754,1.8572,0.0640926,1.90813,1.02742
3,16485147,-0.916219,0.36016,-0.88529,0.966242
3,16488089,-0.503002,0.615268,-0.581755,1.15657
3,16488432,0.80769,0.419798,0.852612,1.05562
3,16489547,0.590458,0.555251,0.802137,1.3585
3,16490075,-0.957668,0.338868,-0.945189,0.98697
3,16490717,0.804448,0.421665,0.979387,1.21747
3,16493876,1.91525,0.0562466,2.35594,1.23009
3,16494837,1.10895,0.268185,1.12081,1.0107
3,16495173,0.370443,0.711268,0.367024,0.990769
